user_id,user_age,gender,country,subscription_plan
241,60,Male,USA,Basic
242,52,Female,India,Family
243,28,Female,India,Family
244,30,Male,India,Student
245,62,Female,Canada,Standard
246,24,Male,India,Standard
247,21,Female,Australia,Basic
248,36,Male,India,Family
249,50,Male,USA,Student
250,36,Female,India,Basic
251,29,Male,India,Standard
252,29,Female,USA,Student
253,44,Male,India,Standard
254,22,Male,India,Basic
255,31,Female,USA,Standard
256,42,Female,Canada,Student
257,60,Male,India,Family
258,30,Female,India,Premium
259,51,Female,India,Basic
260,62,Male,India,Premium
261,45,Male,India,Premium
262,31,Male,India,Basic
263,54,Female,India,Standard
264,35,Male,India,Basic
265,40,Male,USA,Basic
266,58,Male,India,Standard
267,64,Female,India,Standard
268,21,Male,India,Family
269,29,Male,Australia,Family
270,56,Male,USA,Standard
271,40,Female,India,Basic
272,45,Male,India,Standard
273,50,Female,Canada,Student
274,64,Male,Canada,Standard
275,20,Female,India,Basic
276,43,Male,India,Basic
277,36,Female,USA,Standard
278,22,Female,India,Student
279,65,Male,India,Student
280,36,Female,India,Premium
281,58,Male,India,Premium
282,42,Male,India,Student
283,18,Male,India,Basic
284,46,Female,India,Premium
285,51,Male,India,Student
286,44,Female,India,Standard
287,56,Female,India,Standard
288,46,Female,Canada,Basic
289,40,Female,India,Student
290,23,Male,India,Premium
291,30,Male,Canada,Standard
292,36,Male,India,Basic
293,64,Female,India,Premium
294,54,Male,UK,Basic
295,43,Male,Canada,Basic
296,65,Male,India,Student
297,41,Female,India,Student
298,46,Female,Canada,Student
299,35,Female,India,Standard
300,41,Male,USA,Student
301,52,Female,USA,Premium
302,20,Female,India,Student
303,18,Male,Australia,Standard
304,34,Female,India,Family
305,59,Female,India,Standard
306,27,Female,India,Standard
307,26,Male,India,Student
308,49,Female,India,Standard
309,51,Male,Canada,Standard
310,24,Female,Canada,Premium
311,29,Male,India,Standard
312,59,Male,India,Student
313,37,Female,India,Premium
314,24,Female,Australia,Premium
315,55,Female,Australia,Basic
316,32,Female,India,Premium
317,57,Female,India,Premium
318,33,Female,India,Family
319,58,Female,India,Basic
320,65,Female,India,Basic
321,35,Male,India,Premium
322,20,Female,India,Standard
323,56,Female,India,Student
324,31,Male,India,Basic
325,22,Male,USA,Premium
326,46,Male,USA,Premium
327,33,Female,India,Premium
328,38,Female,India,Student
329,39,Male,Canada,Student
330,59,Male,Australia,Student
331,50,Male,USA,Standard
332,52,Male,India,Basic
333,45,Female,India,Basic
334,65,Male,UK,Student
335,20,Female,India,Standard
336,58,Female,India,Premium
337,64,Male,India,Premium
338,32,Female,India,Student
339,35,Female,USA,Premium
340,25,Female,Canada,Family
341,54,Female,USA,Family
342,51,Female,Canada,Basic
343,38,Female,USA,Student
344,47,Female,Australia,Standard
345,48,Male,India,Premium
346,60,Male,India,Standard
347,29,Male,Australia,Premium
348,22,Female,India,Family
349,54,Male,Australia,Premium
350,35,Male,India,Basic
351,46,Female,India,Basic
352,19,Male,India,Premium
353,34,Female,India,Standard
354,31,Male,India,Premium
355,36,Female,India,Student
356,54,Male,India,Basic
357,50,Female,India,Standard
358,62,Female,India,Family
359,46,Female,USA,Family
360,57,Female,India,Student
361,47,Male,India,Student
362,38,Male,Canada,Premium
363,49,Male,UK,Premium
364,58,Male,USA,Basic
365,37,Male,India,Standard
366,55,Male,India,Basic
367,48,Female,India,Student
368,42,Male,India,Student
369,42,Male,India,Standard
370,50,Male,Canada,Family
371,29,Female,India,Family
372,24,Female,India,Standard
373,46,Female,India,Student
374,38,Female,USA,Standard
375,64,Female,India,Basic
376,22,Male,USA,Basic
377,52,Male,India,Student
378,51,Male,India,Family
379,27,Male,India,Family
380,39,Male,India,Student
381,52,Female,UK,Student
382,51,Female,Australia,Standard
383,47,Female,UK,Standard
384,51,Female,India,Standard
385,18,Male,India,Standard
386,57,Female,USA,Standard
387,43,Male,USA,Standard
388,27,Male,USA,Premium
389,51,Female,India,Standard
390,21,Female,Canada,Standard
391,31,Female,India,Standard
392,61,Female,Canada,Standard
393,30,Male,India,Standard
394,54,Female,India,Premium
395,53,Male,India,Standard
396,36,Female,India,Standard
397,36,Male,Canada,Basic
398,55,Female,Canada,Basic
399,36,Female,India,Basic
400,60,Male,India,Premium
401,18,Female,India,Premium
402,35,Male,India,Standard
403,42,Female,India,Premium
404,39,Male,India,Family
405,26,Female,India,Premium
406,49,Female,India,Student
407,43,Female,Australia,Basic
408,41,Male,India,Basic
409,55,Female,India,Student
410,62,Male,India,Premium
411,53,Female,India,Standard
412,29,Male,USA,Student
413,26,Male,India,Premium
414,42,Female,India,Basic
415,22,Male,India,Student
416,20,Male,USA,Student
417,19,Male,India,Standard
418,48,Female,India,Premium
419,45,Male,India,Basic
420,41,Female,India,Family
421,59,Female,India,Family
422,22,Female,India,Basic
423,39,Male,India,Basic
424,34,Male,India,Student
425,44,Male,India,Standard
426,35,Female,India,Premium
427,56,Male,India,Premium
428,34,Female,India,Standard
429,20,Female,India,Standard
430,30,Female,India,Student
431,31,Male,Canada,Student
432,37,Male,India,Standard
433,50,Female,Australia,Premium
434,27,Female,USA,Basic
435,29,Female,India,Family
436,53,Female,India,Standard
437,27,Male,India,Basic
438,41,Female,India,Premium
439,35,Female,India,Basic
440,64,Male,Canada,Premium
441,18,Male,India,Premium
442,44,Male,India,Student
443,50,Male,India,Premium
444,30,Male,India,Standard
445,65,Male,Australia,Standard
446,34,Female,India,Basic
447,37,Male,India,Standard
448,41,Male,India,Basic
449,24,Female,India,Standard
450,38,Female,Australia,Standard
451,63,Female,USA,Student
452,18,Female,India,Student
453,60,Female,UK,Basic
454,34,Female,India,Premium
455,47,Female,Canada,Student
456,64,Female,India,Premium
457,25,Female,UK,Student
458,25,Female,India,Standard
459,60,Male,India,Premium
460,26,Male,India,Standard
461,65,Male,India,Standard
462,18,Female,India,Basic
463,43,Male,India,Student
464,58,Female,Australia,Standard
465,40,Female,India,Student
466,58,Male,Canada,Student
467,60,Male,UK,Basic
468,50,Male,USA,Student
469,53,Male,India,Basic
470,33,Male,Australia,Student
471,40,Male,India,Basic
472,51,Female,India,Basic
473,64,Female,Australia,Premium
474,50,Female,India,Premium
475,53,Male,Canada,Premium
476,56,Female,India,Standard
477,59,Female,India,Student
478,26,Male,India,Premium
479,24,Female,India,Standard
480,23,Male,India,Standard
481,62,Male,India,Basic
482,59,Male,India,Premium
483,28,Male,Canada,Premium
484,30,Female,India,Standard
485,49,Male,India,Premium
486,25,Male,USA,Standard
487,20,Male,India,Standard
488,24,Female,India,Premium
489,43,Male,India,Basic
490,57,Female,India,Student
491,46,Male,USA,Family
492,36,Male,India,Standard
493,55,Male,USA,Standard
494,60,Male,UK,Basic
495,54,Male,India,Basic
496,27,Female,India,Premium
497,35,Female,India,Standard
498,21,Male,India,Standard
499,64,Male,India,Basic
500,44,Male,UK,Basic
501,60,Male,India,Standard
502,47,Male,Canada,Standard
503,27,Female,India,Standard
504,41,Male,India,Student
505,64,Female,Canada,Premium
506,46,Female,India,Premium
507,18,Male,India,Family
508,42,Female,India,Family
509,26,Female,India,Premium
510,22,Male,UK,Premium
511,44,Female,USA,Student
512,25,Male,India,Standard
513,23,Male,Canada,Premium
514,52,Female,India,Standard
515,62,Male,Australia,Premium
516,49,Female,UK,Family
517,27,Male,India,Standard
518,22,Female,UK,Basic
519,30,Female,India,Standard
520,61,Male,Canada,Basic
521,61,Female,India,Student
522,43,Male,India,Standard
523,37,Male,India,Premium
524,34,Female,India,Standard
525,56,Male,India,Premium
526,34,Male,USA,Student
527,61,Female,India,Standard
528,49,Female,Australia,Premium
529,58,Male,India,Student
530,19,Female,USA,Basic
531,23,Female,Australia,Premium
532,44,Female,India,Standard
533,60,Male,India,Standard
534,21,Male,India,Premium
535,27,Female,India,Premium
536,57,Male,India,Premium
537,24,Male,USA,Student
538,61,Male,Canada,Student
539,52,Male,USA,Basic
540,52,Male,UK,Family
541,40,Female,India,Basic
542,41,Female,India,Standard
543,63,Female,USA,Premium
544,41,Male,India,Premium
545,29,Male,India,Student
546,44,Female,India,Standard
547,59,Female,India,Basic
548,42,Female,India,Standard
549,24,Female,India,Family
550,41,Male,USA,Standard
551,48,Female,India,Standard
552,23,Female,India,Premium
553,51,Female,India,Standard
554,42,Female,India,Standard
555,58,Male,USA,Basic
556,64,Female,India,Standard
557,25,Male,India,Premium
558,36,Male,India,Premium
559,42,Male,Canada,Standard
560,55,Female,India,Standard
561,42,Female,India,Family
562,41,Male,India,Family
563,48,Male,UK,Premium
564,45,Female,USA,Basic
565,54,Male,India,Standard
566,19,Female,India,Standard
567,36,Female,UK,Standard
568,27,Female,USA,Basic
569,32,Female,India,Premium
570,36,Male,Australia,Basic
571,43,Male,UK,Premium
572,65,Male,UK,Premium
573,65,Female,Australia,Standard
574,48,Female,India,Premium
575,50,Male,India,Family
576,33,Male,India,Basic
577,64,Male,India,Student
578,20,Male,India,Standard
579,41,Female,USA,Basic
580,32,Male,India,Student
581,29,Male,USA,Premium
582,48,Male,Australia,Standard
583,19,Female,India,Premium
584,50,Female,UK,Standard
585,19,Male,India,Standard
586,29,Male,USA,Standard
587,28,Female,USA,Standard
588,37,Male,UK,Premium
589,60,Male,USA,Basic
590,56,Male,India,Standard
591,62,Male,India,Premium
592,18,Female,UK,Basic
593,54,Female,India,Basic
594,38,Male,Canada,Standard
595,32,Male,USA,Basic
596,37,Male,India,Standard
597,30,Male,UK,Standard
598,45,Male,Canada,Premium
599,53,Female,India,Basic
600,61,Male,India,Student
601,49,Male,India,Premium
602,55,Female,UK,Basic
603,62,Female,India,Premium
604,55,Male,India,Family
605,20,Male,UK,Basic
606,33,Female,Australia,Basic
607,46,Male,India,Standard
608,59,Male,India,Basic
609,62,Female,India,Student
610,19,Male,India,Standard
611,48,Female,India,Family
612,44,Male,India,Basic
613,25,Female,India,Family
614,23,Male,India,Premium
615,34,Female,India,Basic
616,33,Female,India,Premium
617,44,Female,Canada,Standard
618,46,Female,UK,Basic
619,26,Female,India,Student
620,49,Male,Canada,Premium
621,38,Male,India,Student
622,19,Female,India,Premium
623,34,Female,India,Standard
624,21,Male,India,Basic
625,36,Male,Canada,Premium
626,35,Male,Canada,Premium
627,61,Female,Australia,Premium
628,45,Female,Canada,Basic
629,46,Female,USA,Premium
630,47,Male,Australia,Family
631,24,Male,India,Premium
632,51,Male,Australia,Standard
633,38,Male,India,Family
634,29,Male,India,Premium
635,40,Female,India,Basic
636,50,Male,India,Premium
637,56,Male,Canada,Student
638,57,Male,India,Premium
639,47,Male,India,Premium
640,19,Male,India,Student
641,55,Female,USA,Family
642,41,Female,India,Standard
643,55,Male,Australia,Premium
644,62,Female,USA,Standard
645,51,Female,India,Premium
646,55,Female,India,Premium
647,62,Female,India,Premium
648,31,Male,India,Standard
649,43,Male,India,Standard
650,45,Female,Australia,Basic
651,25,Male,India,Premium
652,61,Male,UK,Student
653,49,Female,India,Premium
654,33,Male,USA,Basic
655,50,Female,India,Premium
656,19,Male,India,Standard
657,26,Male,India,Premium
658,58,Female,India,Family
659,27,Female,India,Premium
660,45,Female,India,Standard
661,20,Female,India,Premium
662,42,Male,India,Premium
663,49,Female,Canada,Student
664,36,Female,Canada,Premium
665,53,Female,UK,Standard
666,44,Male,UK,Student
667,33,Male,India,Standard
668,33,Male,India,Premium
669,35,Male,Australia,Premium
670,60,Male,India,Family
671,33,Male,Canada,Standard
672,57,Female,India,Premium
673,34,Male,India,Standard
674,19,Female,Australia,Premium
675,34,Male,India,Basic
676,24,Female,Canada,Basic
677,63,Female,USA,Student
678,35,Male,India,Basic
679,63,Female,Canada,Premium
680,49,Male,USA,Basic
681,60,Female,India,Premium
682,22,Female,India,Premium
683,40,Female,Australia,Premium
684,61,Male,India,Standard
685,52,Female,India,Premium
686,54,Male,India,Standard
687,31,Male,Australia,Premium
688,51,Female,India,Basic
689,32,Female,Australia,Family
690,56,Male,India,Premium
691,62,Male,India,Basic
692,29,Female,India,Family
693,45,Male,India,Student
694,38,Male,India,Basic
695,43,Female,Australia,Basic
696,42,Male,India,Premium
697,41,Male,UK,Family
698,33,Female,India,Basic
699,56,Male,India,Premium
700,59,Male,India,Standard
701,44,Female,India,Premium
702,57,Female,India,Premium
703,20,Male,USA,Standard
704,58,Male,Australia,Standard
705,36,Female,India,Premium
706,18,Female,India,Family
707,57,Male,India,Premium
708,31,Male,India,Premium
709,51,Male,UK,Student
710,64,Female,Canada,Standard
711,59,Male,India,Standard
712,36,Male,Canada,Standard
713,24,Male,Australia,Standard
714,50,Female,USA,Premium
715,56,Female,India,Premium
716,49,Female,India,Student
717,19,Female,India,Premium
718,23,Male,India,Basic
719,20,Male,India,Family
720,35,Female,India,Standard
721,53,Female,USA,Standard
722,31,Male,India,Basic
723,33,Male,India,Premium
724,30,Male,India,Student
725,51,Male,India,Basic
726,50,Male,India,Student
727,29,Male,India,Standard
728,61,Female,India,Premium
729,65,Female,UK,Standard
730,53,Male,India,Standard
731,26,Male,India,Premium
732,20,Male,Canada,Basic
733,51,Male,India,Basic
734,37,Female,Australia,Student
735,42,Male,India,Premium
736,22,Female,India,Family
737,29,Male,India,Student
738,31,Female,India,Premium
739,37,Male,India,Basic
740,41,Female,India,Basic
741,65,Female,India,Student
742,55,Female,India,Standard
743,40,Female,India,Standard
744,50,Male,USA,Standard
745,25,Male,USA,Student
746,20,Female,India,Student
747,55,Male,India,Basic
748,20,Male,India,Student
749,25,Male,India,Premium
750,36,Male,India,Student
751,64,Male,USA,Student
752,59,Female,USA,Student
753,49,Female,UK,Standard
754,27,Female,USA,Basic
755,44,Female,USA,Premium
756,22,Female,India,Premium
757,38,Female,India,Standard
758,23,Male,UK,Premium
759,63,Male,Australia,Family
760,21,Female,India,Premium
761,30,Male,India,Student
762,28,Female,UK,Student
763,33,Male,Australia,Student
764,34,Female,USA,Basic
765,35,Female,India,Standard
766,26,Male,USA,Premium
767,21,Male,India,Basic
768,55,Male,USA,Premium
769,48,Female,India,Student
770,61,Female,India,Student
771,46,Male,India,Standard
772,31,Female,India,Premium
773,62,Female,USA,Premium
774,38,Female,UK,Student
775,43,Female,India,Student
776,21,Female,India,Premium
777,61,Male,India,Student
778,59,Female,Australia,Basic
779,42,Male,India,Premium
780,65,Male,India,Student
781,37,Female,India,Premium
782,43,Male,Australia,Premium
783,25,Female,USA,Premium
784,52,Male,India,Premium
785,28,Female,India,Family
786,38,Female,UK,Basic
787,18,Male,India,Student
788,62,Female,India,Premium
789,30,Male,Australia,Basic
790,29,Male,USA,Premium
791,63,Female,India,Premium
792,18,Male,USA,Basic
793,26,Female,India,Standard
794,35,Female,USA,Premium
795,49,Female,Canada,Basic
796,65,Female,India,Standard
797,18,Male,India,Standard
798,30,Male,UK,Premium
799,57,Female,India,Premium
800,21,Female,USA,Family
801,19,Female,India,Basic
802,21,Female,India,Family
803,18,Male,India,Student
804,61,Male,USA,Standard
805,37,Male,India,Family
806,43,Male,Australia,Student
807,45,Male,India,Standard
808,51,Male,UK,Basic
809,36,Male,Australia,Family
810,46,Female,India,Premium
811,39,Female,UK,Premium
812,53,Male,UK,Family
813,36,Male,UK,Premium
814,20,Male,India,Student
815,38,Female,India,Premium
816,60,Male,India,Basic
817,30,Male,India,Family
818,60,Female,India,Premium
819,61,Male,India,Standard
820,40,Male,India,Premium
821,42,Male,India,Student
822,30,Male,India,Student
823,54,Female,UK,Premium
824,57,Female,India,Student
825,49,Female,Canada,Premium
826,31,Female,India,Premium
827,35,Male,India,Basic
828,55,Male,India,Standard
829,53,Male,Canada,Basic
830,27,Female,India,Family
831,60,Female,USA,Student
832,53,Male,India,Standard
833,36,Female,India,Standard
834,60,Female,India,Student
835,20,Female,India,Premium
836,52,Female,USA,Standard
837,36,Male,India,Standard
838,65,Male,Canada,Basic
839,31,Female,India,Premium
840,58,Male,India,Premium
841,60,Male,India,Family
842,64,Female,India,Premium
843,45,Female,UK,Standard
844,28,Female,UK,Standard
845,51,Male,India,Standard
846,63,Female,India,Standard
847,19,Male,India,Premium
848,23,Male,India,Premium
849,51,Male,Canada,Standard
850,23,Female,India,Standard
851,45,Female,India,Standard
852,37,Male,Australia,Student
853,42,Female,India,Family
854,27,Female,India,Basic
855,39,Male,India,Standard
856,56,Female,Australia,Premium
857,43,Female,India,Student
858,65,Female,India,Basic
859,20,Female,USA,Basic
860,46,Female,India,Student
861,30,Female,India,Standard
862,60,Female,Canada,Premium
863,44,Male,India,Standard
864,51,Female,India,Standard
865,54,Female,India,Student
866,40,Male,India,Family
867,36,Female,Canada,Basic
868,27,Male,India,Premium
869,37,Female,India,Basic
870,46,Male,USA,Basic
871,24,Female,India,Premium
872,43,Male,India,Standard
873,22,Male,Australia,Student
874,42,Male,India,Standard
875,65,Female,India,Basic
876,47,Female,India,Standard
877,37,Female,Canada,Basic
878,21,Male,India,Premium
879,18,Male,India,Family
880,38,Female,USA,Standard
881,55,Male,Australia,Standard
882,56,Male,India,Premium
883,40,Female,India,Standard
884,36,Male,India,Student
885,24,Female,India,Student
886,55,Female,India,Standard
887,21,Male,India,Premium
888,26,Male,India,Premium
889,58,Female,India,Standard
890,47,Male,India,Basic
891,44,Female,India,Standard
892,56,Female,USA,Standard
893,28,Female,USA,Standard
894,52,Female,India,Premium
895,18,Female,India,Family
896,58,Female,India,Premium
897,58,Female,India,Premium
898,39,Male,India,Standard
899,34,Female,Australia,Premium
900,34,Male,UK,Basic
901,59,Male,UK,Standard
902,61,Female,UK,Student
903,64,Female,USA,Premium
904,25,Male,India,Standard
905,65,Male,India,Standard
906,50,Female,India,Student
907,56,Male,India,Family
908,31,Male,India,Basic
909,38,Female,Australia,Basic
910,44,Female,India,Premium
911,29,Male,India,Basic
912,60,Male,India,Family
913,39,Male,India,Standard
914,61,Female,India,Family
915,22,Female,India,Family
916,27,Male,USA,Standard
917,24,Male,India,Family
918,55,Male,UK,Basic
919,43,Male,UK,Standard
920,38,Female,USA,Standard
921,58,Male,UK,Basic
922,65,Female,India,Basic
923,61,Male,USA,Student
924,61,Male,UK,Student
925,41,Male,India,Standard
926,37,Male,India,Student
927,63,Female,India,Premium
928,62,Female,India,Basic
929,48,Male,Canada,Standard
930,56,Female,India,Premium
931,54,Male,India,Family
932,22,Male,Australia,Family
933,38,Female,India,Basic
934,38,Male,India,Premium
935,57,Male,UK,Premium
936,63,Male,India,Standard
937,65,Female,UK,Standard
938,39,Female,USA,Premium
939,25,Female,India,Standard
940,44,Male,India,Premium
941,25,Female,India,Premium
942,64,Female,Australia,Standard
943,64,Male,Canada,Standard
944,48,Female,Australia,Standard
945,22,Male,India,Premium
946,26,Female,India,Standard
947,46,Male,USA,Student
948,62,Male,India,Standard
949,20,Male,India,Premium
950,59,Female,India,Premium
951,44,Male,India,Standard
952,49,Male,India,Standard
953,52,Male,USA,Premium
954,51,Female,USA,Standard
955,26,Female,India,Student
956,52,Male,India,Student
957,46,Male,India,Basic
958,63,Male,Australia,Premium
959,48,Male,India,Student
960,39,Female,India,Basic
961,46,Male,India,Standard
962,37,Female,India,Premium
963,48,Male,India,Premium
964,31,Female,India,Standard
965,28,Male,India,Standard
966,49,Female,India,Student
967,63,Male,India,Family
968,63,Male,India,Student
969,54,Male,India,Student
970,59,Male,India,Basic
971,30,Male,India,Standard
972,30,Male,UK,Premium
973,61,Male,India,Basic
974,62,Female,Canada,Student
975,55,Female,India,Standard
976,20,Male,UK,Family
977,25,Female,India,Student
978,30,Female,USA,Basic
979,37,Male,Canada,Family
980,31,Male,India,Standard
981,32,Male,Australia,Premium
982,54,Male,Australia,Family
983,25,Male,India,Basic
984,22,Female,India,Premium
985,21,Male,India,Student
986,40,Male,UK,Student
987,40,Female,India,Premium
988,39,Male,USA,Family
989,64,Female,India,Standard
990,33,Female,USA,Premium
991,28,Male,Canada,Student
992,19,Male,UK,Basic
993,55,Male,India,Basic
994,31,Female,India,Standard
995,29,Female,Canada,Student
996,62,Male,India,Basic
997,33,Male,India,Student
998,23,Male,UK,Student
999,47,Male,India,Family
1000,58,Female,India,Standard
1001,28,Female,India,Student
1002,27,Female,India,Family
1003,29,Male,India,Student
1004,60,Male,India,Premium
1005,20,Female,India,Standard
1006,55,Female,USA,Basic
1007,38,Female,India,Standard
1008,35,Female,UK,Basic
1009,27,Male,UK,Premium
1010,55,Female,USA,Standard
1011,28,Female,India,Premium
1012,18,Male,India,Standard
1013,57,Female,USA,Basic
1014,35,Female,USA,Standard
1015,22,Male,India,Standard
1016,21,Female,India,Student
1017,52,Male,USA,Standard
1018,21,Female,India,Premium
1019,62,Female,India,Premium
1020,59,Female,Australia,Basic
1021,51,Female,India,Premium
1022,24,Female,India,Basic
1023,57,Male,India,Standard
1024,39,Male,India,Student
1025,63,Female,India,Premium
1026,28,Female,India,Student
1027,32,Male,UK,Standard
1028,29,Male,India,Basic
1029,55,Female,India,Standard
1030,61,Female,India,Premium
1031,32,Female,USA,Standard
1032,24,Female,India,Standard
1033,30,Female,India,Basic
1034,52,Female,USA,Student
1035,30,Male,India,Student
1036,62,Female,India,Basic
1037,36,Female,India,Basic
1038,26,Female,UK,Standard
1039,52,Female,India,Student
1040,51,Female,USA,Family
1041,46,Male,India,Standard
1042,35,Male,India,Standard
1043,28,Female,India,Standard
1044,65,Female,Australia,Basic
1045,33,Female,India,Standard
1046,60,Male,Canada,Standard
1047,64,Female,India,Premium
1048,51,Female,Canada,Standard
